data;origem;tipo;processo;incidente;texto;tipo_epistemico;atribuida_a;resultado;documento_id;pagina;trecho_fonte;contexto
2026-03-24;documento;assercao;Pet 15556;7514886;A Comissão Mista Parlamentar de Inquérito requer autorização judicial para o comparecimento de BELLINE SANTANA para prestar depoimento no dia 24 de março de 2026, às 9h, em Brasília/DF, conforme a pauta da CPI, ou em outra data a ser designada.;alegacao_parte;Comissão Mista Parlamentar de Inquérito;;37;3;requerendo autorização judicial para “o comparecimento do Senhor BELLINE SANTANA para prestar depoimento, no dia 24 de março de 2026, às 9h, nesta cidade de Brasília, DF, conforme previsto na pauta da CPI, ou, desde logo, se houver necessidade, em outra data a ser ulteriormente designada.”;caso
2026-03-25;portal;andamento;Pet 15556;7514886;Interposto agravo regimental — Juntada Petição: 34620/2026;;;;;;;caso
2026-03-25;portal;andamento;Pet 15556;7514886;Interposto agravo regimental — Juntada Petição: 32472/2026;;;;;;;caso
2026-03-25;portal;andamento;Pet 15556;7514886;Opostos embargos de declaração — Juntada Petição: 38067/2026;;;;;;;caso
2026-03-25;portal;andamento;Pet 15556;7514886;Interposto agravo regimental — Juntada Petição: 36684/2026;;;;;;;caso
2026-03-25;portal;andamento;Pet 15556;7514886;Ata de Julgamento Publicada, DJE — Divulgado em 24/03/2026. https://digital.stf.jus.br/publico/publicacao/844981;;;;;;;caso
2026-03-26;documento;assercao;Pet 15556;7514886;A intimação foi recebida automaticamente pelo sistema em 26/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;fato_processual;;;36;1;A intimação foi recebida automaticamente pelo sistema, em 26/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-27;documento;assercao;Pet 15198;7473336;O despacho foi proferido em Brasília, em 27 de março de 2026, pelo Ministro André Mendonça, relator, com determinação de intimação.;fato_processual;;;164;5;Int. Brasília, 27 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-27;portal;andamento;Inq 5026;7473347;"Decisão (sigiloso) — ""(...) 10. Ante o exposto, estando patente a objeção da defesa da parte requerente defiro o pleito formulado por Leonardo Augusto Furtado Palhares (Petição nº 34376/2026 - e-Doc. 543), para afastar a obrigatoriedade de comparecimento, transmudando-a em facultatividade, deixando a cargo do requerente a decisão de comparecer, ou não, à “CPI do Crime Organizado”. Consigno que o comparecimento é de caráter estritamente facultativo e dependerá de sua anuência explícita e prévia a qualquer deslocamento para o local em que será realizada a reunião da Comissão Parlamentar. (...).""";;;;;;;caso
2026-03-28;documento;assercao;Pet 15198;7473336;Houve vista à PGR para fins de intimação em 28/03/2026.;fato_processual;;;162;1;Vista à PGR para fins de intimação - 28/03/2026;caso
2026-03-28;documento;assercao;Pet 15198;7473336;A Secretaria Judiciária informou que os autos foram disponibilizados à autoridade policial, em 28 de março de 2026.;fato_processual;;;163;1;A Secretaria Judiciária informa que, nesta data, os autos foram disponibilizados à autoridade policial. Brasília, 28 de março de 2026.;caso
2026-03-28;portal;andamento;Pet 15198;7473336;Despacho — em 27/03/2026;;;;;;;caso
2026-03-28;portal;andamento;Pet 15504;7509527;Decisão (sigiloso) — em 27/03/2026;;;;;;;caso
2026-03-30;documento;assercao;Pet 15556;7514886;A intimação foi recebida automaticamente pelo sistema em 30/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;fato_processual;;;35;1;A intimação foi recebida automaticamente pelo sistema, em 30/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-30;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema, em 30/03/2026.;fato_processual;;;79;1;"A intimação foi recebida automaticamente pelo
sistema, em 30/03/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-03-30;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema, em 30/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;fato_processual;;;80;1;A intimação foi recebida automaticamente pelo sistema, em 30/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-31;documento;assercao;Pet 15556;7514886;Consta como andamento a vista à PGR para fins de intimação, em 31/03/2026.;fato_processual;;;30;1;- Vista à PGR para fins de intimação - 31/03/2026;caso
2026-03-31;documento;assercao;Pet 15556;7514886;A decisão foi proferida em Brasília, em 31 de março de 2026, e assinada pelo Ministro André Mendonça, relator.;fato_processual;;;34;3;Brasília, 31 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-31;documento;assercao;Inq 5035;7498168;Houve vista à PGR para fins de intimação em 31/03/2026.;fato_processual;;;129;1;Vista à PGR para fins de intimação - 31/03/2026;caso
2026-03-31;documento;assercao;Inq 5035;7498168;"É registrado nos autos o andamento ""Vista à PGR para fins de intimação"", datado de 31/03/2026.";fato_processual;;;130;1;Vista à PGR para fins de intimação - 31/03/2026;caso
2026-03-31;documento;decisao;Pet 15556;7514886;agravo regimental contra a decisão que permitiu a realização de visitas a Daniel Bueno Vorcaro por advogados constituídos nos autos, independente de agendamento, sem monitoramento ou gravação (e-Doc. 123) → reconheceu a prejudicialidade do agravo regimental da Procuradoria-Geral da República, que, diante da perda do objeto recursal, requereu a desistência do recurso (e-Doc. 245);;;prejudicado;34;3;;caso
2026-03-31;documento;decisao;Pet 15556;7514886;agravo regimental contra a decisão monocrática que decretou a prisão preventiva de Daniel Bueno Vorcaro (e-Doc. 16) → declarou prejudicado o agravo regimental diante do ulterior julgamento do referendo da decisão cautelar pela Segunda Turma, na Sessão Virtual de 13/03/2026 a 20/03/2026 (e-Doc. 257);;;prejudicado;34;3;;caso
2026-03-31;documento;decisao;Pet 15556;7514886;substituição da prisão de Fabiano Campos Zettel por medidas cautelares alternativas → declarou prejudicado o pedido diante do ulterior julgamento do referendo da decisão cautelar pela Segunda Turma, na Sessão Virtual de 13/03/2026 a 20/03/2026 (e-Doc. 257);;;prejudicado;34;3;;caso
2026-03-31;portal;andamento;Pet 15556;7514886;Despacho — 31/03/2026;;;;;;;caso
2026-03-31;portal;andamento;Pet 15556;7514886;Despacho — 31/03/2026;;;;;;;caso
2026-03-31;portal;andamento;Pet 15556;7514886;Despacho — 31/03/2026;;;;;;;caso
2026-03-31;portal;andamento;Pet 15556;7514886;Decisão (sigiloso) — 31/03/2026;;;;;;;caso
2026-03-31;portal;andamento;Inq 5035;7498168;Despacho;;;;;;;caso
2026-03-31;portal;andamento;Inq 5035;7498168;Despacho;;;;;;;caso
2026-04-01;portal;andamento;Pet 15556;7514886;"Determinada a diligência — ""(...) 1. Por meio da Petição nº 41003/2026 (e-Doc. 283), Fabiano Campos Zettel formula pedidos relacionados às suas condições de custódia atual. Abra-se vista à Polícia Federal para manifestação prévia. 2. No que concerne ao requerimento apresentado pela autoridade policial, por meio da Petição nº 41492/2026, instruída com documentos anexos (e-Docs. 285 a 289), determino à Secretaria Judiciária que promova o seu imediato desentranhamento e posterior juntada à PET nº 15.622, por ser aquele o procedimento instaurado especificamente para apuração do fato em torno do qual a solicitação se destina.(...).""";;;;;;;caso
2026-04-02;documento;assercao;Pet 15556;7514886;A decisão é datada de Brasília, 2 de abril de 2026, e assinada pelo Ministro André Mendonça, Relator.;fato_processual;;;31;6;Brasília, 2 de abril de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-04-02;documento;decisao;Pet 15556;7514886;afastamento da obrigatoriedade de comparecimento do peticionante à CPI do Crime Organizado para prestar depoimento, convocado pelo Requerimento n. 310/2026 (Petição nº 42142/2026, e-Doc. 297) → afastou a obrigatoriedade de comparecimento, transmudando-a em facultatividade, deixando a cargo do peticionário a decisão de comparecer ou não à CPI do Crime Organizado;;;deferido;31;5;;caso
2026-04-02;documento;decisao;Pet 15556;7514886;comunicação da decisão, com remessa de cópia integral, à Presidência da CPI-CRIME e à defesa constituída → determinou a comunicação, com a máxima urgência e com remessa de cópia integral da decisão, à Presidência da CPI-CRIME e à defesa constituída, para as providências necessárias ao eventual deslocamento do investigado ao Senado Federal;;;determinado_de_oficio;31;5;;caso
2026-04-02;documento;decisao;Pet 15556;7514886;ciência da decisão à Procuradoria-Geral da República → determinou que, cumpridas as determinações, seja dada ciência à Procuradoria-Geral da República;;;determinado_de_oficio;31;6;;caso
2026-04-02;documento;decisao;Pet 15556;7514886;intimações e adoção das providências determinadas, em regime de urgência → determinou as intimações e a adoção das providências determinadas, com a máxima brevidade, em regime de urgência;;;determinado_de_oficio;31;6;;caso
2026-04-02;documento;decisao;Pet 15556;7514886;publicidade da decisão → determinou que se dê publicidade à decisão;;;determinado_de_oficio;31;6;;caso
2026-04-03;documento;assercao;Pet 15556;7514886;A intimação é recebida automaticamente pelo sistema, em 03/04/2026, nos termos do art. 5º, §3, da Lei 11.419/2006.;fato_processual;;;32;1;A intimação foi recebida automaticamente pelo sistema, em 03/04/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-04-03;portal;andamento;Pet 15556;7514886;"Deferido — ""(...) 8. Ante o exposto, restando configurada, pelo teor da justificativa apresentada pela comissão parlamentar para embasar a sua convocação, a condição de investigado do peticionante IBANEIS ROCHA BARROS JÚNIOR, e já tendo sido manifestada a objeção de sua defesa técnica, através da Petição nº 42142/2026 (e-Doc. 297), afasto a obrigatoriedade de comparecimento, transmudando-a em facultatividade, deixando a cargo do peticionário a decisão de comparecer, ou não, à “CPI do Crime Organizado”. (...).""";;;;;;;caso
2026-04-07;documento;assercao;Pet 15556;7514886;O Requerimento n. 310/2026 tem por objeto a convocação do requerente para prestar depoimento em 07/04/2026 perante a Comissão Parlamentar de Inquérito, conforme o Ofício Convocatório nº 238/2026 (e-Doc. 300).;fato_processual;;;31;2;Tal requerimento tem por objeto a convocação do requerente para prestar depoimento, em 07/04/2026, perante a referida Comissão Parlamentar de Inquérito, conforme o Ofício Convocatório nº 238/2026 (e-Doc. 300);caso
2026-04-07;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 07/04/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;162;1;"A intimação foi recebida automaticamente pelo
sistema, em 07/04/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-04-09;documento;assercao;Pet 15556;7514886;A intimação foi recebida eletronicamente por JOAQUIM CABRAL DA COSTA NETO, em 09/04/2026.;fato_processual;;;30;1;A intimação foi recebida eletronicamente por JOAQUIM CABRAL DA COSTA NETO, 07486179490, em 09/04/2026.;caso
2026-04-10;documento;assercao;Inq 5035;7498168;A intimação foi recebida automaticamente pelo sistema em 10/04/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;129;1;"A intimação foi recebida automaticamente pelo
sistema, em 10/04/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-04-10;documento;assercao;Inq 5035;7498168;A intimação é recebida automaticamente pelo sistema, em 10/04/2026, nos termos do art. 5º, §3, da Lei 11.419/2006.;fato_processual;;;130;1;A intimação foi recebida automaticamente pelo sistema, em 10/04/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-04-10;portal;andamento;Inq 5026;7473347;Interposto agravo regimental — Juntada Petição: 41748/2026;;;;;;;caso
2026-04-15;documento;assercao;Inq 5026;7473347;Consta como andamento a vista à PGR para fins de intimação, em 15/04/2026.;fato_processual;;;76;1;- Vista à PGR para fins de intimação - 15/04/2026;caso
2026-04-15;documento;decisao;Inq 5026;7473347;desentranhamento da Petição nº 48701/2026 e documentos dos e-Docs. 687 a 700 para autuação como Pet autônoma vinculada ao feito → determinou à Secretaria Judiciária o desentranhamento da Petição nº 48701/2026 e documentos, sua autuação como Pet autônoma vinculada ao feito e a conclusão dos novos autos ao Gabinete;;;determinado_de_oficio;78;2;;caso
2026-04-15;portal;andamento;Inq 5026;7473347;Despacho — 15/04/2026;;;;;;;caso
2026-04-18;documento;decisao;Pet 15499;7509111;vista à Procuradoria-Geral da República, pelo prazo de 10 dias, sobre a representação da Polícia Federal pela instauração de PET sigilosa em apartado vinculada ao INQ 5026 → determinou a abertura de vista à Procuradoria-Geral da República pelo prazo de 10 (dez) dias;;;determinado_de_oficio;199;2;;caso
2026-04-19;portal;andamento;Pet 15499;7509111;Despacho — 18/04/2026;;;;;;;caso
2026-04-23;documento;assercao;Pet 15556;7514886;O despacho foi proferido em Brasília, em 23 de abril de 2026.;fato_processual;;;29;2;Brasília, 23 de abril de 2026.;caso
2026-04-23;documento;decisao;Pet 15556;7514886;desentranhamento dos documentos dos e-Docs. 340 a 354 (relatório final e documentação anexados pela Polícia Federal) para juntada à PET nº 15599 → determinou à Secretaria Judiciária o desentranhamento dos documentos dos e-Docs. 340 a 354 desta PET, com subsequente juntada à PET nº 15599;;;determinado_de_oficio;29;2;;caso
2026-04-23;portal;andamento;Pet 15556;7514886;Despacho;;;;;;;caso
2026-04-24;documento;assercao;Pet 15556;7514886;Houve vista à PGR para fins de intimação em 24/04/2026.;fato_processual;;;28;1;Vista à PGR para fins de intimação - 24/04/2026;caso
2026-04-24;documento;assercao;Inq 5026;7473347;Consta como andamento a vista à PGR para fins de intimação, em 24/04/2026.;fato_processual;;;74;1;- Vista à PGR para fins de intimação - 24/04/2026;caso
2026-04-24;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 24 de abril de 2026, e assinado pelo Ministro André Mendonça, relator.;fato_processual;;;77;3;Intime-se. Cumpra-se. Brasília, 24 de abril de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-04-24;documento;decisao;Inq 5026;7473347;intimação da autoridade da Polícia Federal para informar, em 10 dias, se os dados necessários à investigação já foram extraídos dos equipamentos eletrônicos de ANDRÉ FELIPE DE OLIVEIRA SEIXAS MAIA → determinou a intimação da autoridade da Polícia Federal para que, no prazo de 10 dias, informe se os dados necessários para a investigação já foram extraídos dos equipamentos eletrônicos de ANDRÉ FELIPE DE OLIVEIRA SEIXAS MAIA;;;determinado_de_oficio;77;3;;caso
